body,title,url
,,http://www.eluniversal.com.mx/es-noticia/mundo/coronavirus
"



    googletag.cmd.push(function() {
      googletag.display(""dfp-ad-top3_content"");
    });
  


La corrupción e influyentismo en el sistema penitenciario del país es evidente y un ejemplo claro son las fiestas y convivios organizadas por propios internos ante el consentimiento de las autoridades carcelarias.
En uno de los Centros de Reinserción Social de máxima seguridad la práctica es continúa, Puente Grande ha sido nota nacional al ventilarse los festejos que realizan con banda en vivo, exceso de alcohol y hasta con compañía femenina.
A pesar de no tener documento de que en su estancia realizo fiestas en Jalisco, Rafael Caro Quintero durante el tiempo que estuvo encarcelado en el Reclusorio Norte, gozaron de privilegios tras pagar fuertes sumas de dinero.
Según los documentos desclasificados del Archivo General de la Nación, solicitados por Un1ón Jalisco, los narcotraficantes metían a bandas de música sinaloense el día de sus cumpleaños para amenizar el ambiente de sus celdas acondicionadas.
En cambio, Joaquín ‘El Chapo’ Guzmán Loera aprovechó operó impunemente en el considerado penal de máxima seguridad del Occidente del país, no había autoridad o reo que se negara a complacer al capo, los testimonios recabados por el periodista Jesús Lemus, en su libro ‘Los Malditos 2’, aseguran que Guzmán Loera ordenaba su comida y tenía acceso a todos los módulos del penal sin restricción.
El escritor tomó como principal referencia a Noé Hernández ‘El Gato’, acusado de abuso sexual y homicidio contra niñas, quien contó que ‘El Chapo’ realizó muchas veces fiestas en el interior del penal. Al capo le gustaba pedir comida, litros de alcohol y contrataba conjuntos musicales para amenizar las fiestas; a sus allegados les daba whisky y al resto de reclusos sólo les permitía tomar una o dos cervezas para no generar problemas.
El Gato sostuvo que en una celebración del ‘Día del Padre’ pasó por alto la regla y los internos se pusieron violentos, por lo que Guzmán Loera jamás volvió a dar una fiesta grupal. Los banquetes, borracheras seguían para los más allegados al sicario y en esas reuniones asistía su socio Héctor ‘El Güero’ Palma.
Años más tarde, se dio a conocer que José Luis Gutiérrez Valencia, jefe del Cártel Jalisco Nueva Generación (CJNG) y concuño de Nemesio Oseguera Cervantes, 'El Mencho, emuló a los capos.
En un video que se difundió en varios medios se observa a 'Don Chelo' festejando en el patio del penal de Puente Grande.
La fiesta fue amenizada por la banda 'Los Buchones de Culiacan' y se alcanza a ver que el capo está tomando bebidas alcohólicas y comiendo varios manjares.
En la última semana se difundió una foto donde aparece un reo identificado como Horacio N., imputado por el delito de fraude, quien habría utilizado un dormitorio especial para dar rienda suelta a la diversión.
Aparentemente la reunión se realizó en plena contingencia por coronavirus.
VER:
‘El Chapo’ y sus narcofiestas en Puente Grande
",Puente Grande y las fiestas que causaron polémica,http://www.unionjalisco.mx/articulo/2020/04/29/viral/puente-grande-y-las-fiestas-que-causaron-polemica
,Pierna de pollo llegó a 79 pesos kilo y aguacate 80 pesos: Profeco,http://www.eluniversal.com.mx/cartera
,La diferencia entre el pan molido y el panko,http://www.eluniversal.com.mx/menu
,,https://www.eluniversal.com.mx/mundo/coronavirus-covid-19/opinion#info
"
El plan de celebrar Grandes Premios de Fórmula Uno sin público en las tribunas no entusiasmó al multicampeón de la categoría Lewis Hamilton,  ni mucho menos a los organizadores, como Grupo CIE, que preferiría que se cancelara la carrera de la Ciudad de México, pues llevarla a cabo a puerta cerrada sólo traería pérdidas económicas.
Junto a eso, la logística para la edición de este año implicaría un mayor esfuerzo, debido a que el hospital Covid-19 que se habilitó en el Autódromo Hermanos Rodríguez está contemplado que permanezca hasta los últimos días de septiembre, un mes antes de que los monoplazas tomen la salida, conforme al calendario establecido para la temporada de este año.
Leer más: Adaptarán hospital para Coronavirus en el AHR

 
  
","El GP de México 2020, en gran riesgo de ser cancelado",http://www.eluniversal.com.mx/universal-deportes/mas-deportes/formula-1-el-gp-de-mexico-2020-en-gran-riesgo-de-ser-cancelado
,"Coronavirus, día a día",https://www.eluniversal.com.mx/mundo/coronavirus-covid-19/graficos/1883955/coronavirus-dia-dia#info
"
Los estragos económicos por la pandemia de coronavirus ya alcanzó a los jugadores de una de las entidades con más poder adquisitivo del futbol mexicano, los Tigres.
Este 15 de mayo -la siguiente quincena-, los que más ganan dentro de la plantilla verán una reducción en su salario, del 30 y 40 por ciento, según reportó Telediario.
 

 

Cabe recordar que los futbolistas de Tigres que mejor ganan al año, son Eduardo Vargas (3mdd) y André-Pierre Gignac (4.6 mdd). Los pagos también se empezarán a diferir para los de “pantalón largo”, como Miguel Ángel Garza y Antonio Sancho. 
Mientras que el cuerpo técnico de Ricardo Ferretti (Miguel Mejía Barón y Hugo Hernández)estarán sujetos también al descuento del 40 por ciento, aunque preparadores físicos y fisioterapeutas tendrán hasta un 20 por ciento de reducción.
Puedes leer: ""Once equipos de las tres principales ligas en México jugarían fuera de casa""
Aunque el resto de los equipos comenzaron a diferir pagos el mes pasado, Tigres se mantenía al margen; sin embargo, la incertidumbre por el regreso del torneo Clausura 2020 prevalece.
Se estima que a mediados de junio, los planteles regresan  los entrenamientos y en julio reanuden la actividad de Liga MX.
",Tigres obligado a reducir sueldos por la crisis del coronavirus,http://www.eluniversal.com.mx/universal-deportes/futbol/coronavirus-pandemia-obliga-tigres-la-reduccion-de-sueldos
"
Si eres mexicano y tienes más de cinco años de experiencia laboral puedes aplicar para la beca de estancia de especialización en Estados Unidos que ofrece el programa Hubert H. Humphrey de Fulbright Comexus. 

La estancia tiene una duración de 10 meses, con seminarios, cursos, talleres, conferencias y, si es necesarios, clases intensivas de inglés. 

Como beneficios se ofrece una manutención mensual, ayuda para comprar libros y una laptop, la colegiatura de la institución elegida y el costo del curso de inglés, si aplica. También se apoyará con el boleto de avión desde México, un seguro médico complementario y con el trámite de la visa J1. 

Lee también






Extienden plazo para solicitar beca e para impartir cursos en EU


¿Quieres dar cursos en Juniata College? Esta beca ofrece hasta $4,000 dólares para manutención 


 

Los aspirantes a la beca tienen hasta el 31 de julio para registrarse. Los resultados se publicarán en la primavera de 2021 y la estancia iniciará al verano siguiente. 

La especialización se puede realizar en áreas relacionadas con el desarrollo sostenible, la agricultura, finanzas, recursos naturales, planeación urbana, periodismo, derecho, administración pública, educación, salud, entre otros. 



Requisitos para la beca de especialización 


Tener nacionalidad mexicana. 



Contar con título de licenciatura o maestría. 



Demostrar cinco años de experiencia profesional. 



Poseer poca o nada de experiencia en Estados Unidos. 



Tener trayectoria de servicio a la comunidad. 



Contar con conocimientos en el idioma inglés. 


Si cumples con estos requisitos y quieres aplicar para la estancia debes registrarte en el sitio del programa Hubert H. Humphrey www.apply.iie.org.

Es necesario tener dos cartas de recomendación, los títulos universitarios digitalizados y los resultados del examen TOEFL. 

Consulta la convocatoria completa aquí.

Recomendamos






Lanzan beca para que mexicanos impartan clases de español en EU


Los maestros seleccionados tendrán alojamiento, alimentación y apoyo para estudiar dos cursos a nivel maestría 


 

pb
",,https://www.viveusa.mx/educacion/ofrecen-beca-para-realizar-estancia-de-especializacion-en-eu
,,https://interactivo.eluniversal.com.mx/2020/ciencia-el-cuerpo-vs-covid-19/
